,municipios_ibge
4133,4116000
4134,4116059
4135,4116109
4136,4116208
4137,4116307
4138,4116406
4139,4116505
4140,4116604
4141,4116703
4142,4116802
4143,4116901
4144,4116950
4145,4117008
4146,4117057
4147,4117107
4148,4117206
4149,4117214
4150,4117222
4151,4117255
4152,4117271
4153,4117297
4154,4117305
4155,4117404
4156,4117453
4157,4117503
4158,4117602
4159,4117701
4160,4117800
4161,4117909
4162,4118006
4163,4118105
4164,4118204
4165,4118303
4166,4118402
4167,4118451
4168,4118501
4169,4118600
4170,4118709
4171,4118808
4172,4118857
4173,4118907
4174,4119004
4175,4119103
4176,4119152
4177,4119202
4178,4119251
4179,4119301
4180,4119400
4181,4119509
4182,4119608
4183,4119657
4184,4119707
4185,4119806
4186,4119905
4187,4119954
4188,4120002
4189,4120101
4190,4120150
4191,4120200
4192,4120309
4193,4120333
4194,4120358
4195,4120408
4196,4120507
4197,4120606
4198,4120655
4199,4120705
4200,4120804
4201,4120853
4202,4120903
4203,4121000
4204,4121109
4205,4121208
4206,4121257
4207,4121307
4208,4121356
4209,4121406
4210,4121505
4211,4121604
4212,4121703
4213,4121752
4214,4121802
4215,4121901
4216,4122008
4217,4122107
4218,4122156
4219,4122172
4220,4122206
4221,4122305
4222,4122404
4223,4122503
4224,4122602
4225,4122651
4226,4122701
4227,4122800
4228,4122909
4229,4123006
4230,4123105
4231,4123204
4232,4123303
4233,4123402
4234,4123501
4235,4123600
4236,4123709
4237,4123808
4238,4123824
4239,4123857
4240,4123907
4241,4123956
4242,4124004
4243,4124020
4244,4124053
4245,4124103
4246,4124202
4247,4124301
4248,4124400
4249,4124509
4250,4124608
4251,4124707
4252,4124806
4253,4124905
4254,4125001
4255,4125100
4256,4125209
4257,4125308
4258,4125357
4259,4125407
4260,4125456
4261,4125506
4262,4125555
4263,4125605
4264,4125704
4265,4125753
4266,4125803
4267,4125902
4268,4126009
4269,4126108
4270,4126207
4271,4126256
4272,4126272
4273,4126306
4274,4126355
4275,4126405
4276,4126504
4277,4126603
4278,4126652
4279,4126678
4280,4126702
4281,4126801
4282,4126900
4283,4127007
4284,4127106
4285,4127205
4286,4127304
4287,4127403
4288,4127502
4289,4127601
4290,4127700
4291,4127809
4292,4127858
4293,4127882
4294,4127908
4295,4127957
4296,4127965
4297,4128005
4298,4128104
4299,4128203
4300,4128302
4301,4128401
4302,4128500
4303,4128534
4304,4128559
4305,4128609
4306,4128625
4307,4128633
4308,4128658
4309,4128708
4310,4128807
4311,4200051
4312,4200101
4313,4200200
4314,4200309
4315,4200408
4316,4200507
4317,4200556
4318,4200606
4319,4200705
4320,4200754
4321,4200804
4322,4200903
4323,4201000
4324,4201109
4325,4201208
4326,4201257
4327,4201273
4328,4201307
4329,4201406
4330,4201505
4331,4201604
4332,4201653
4333,4201703
4334,4201802
4335,4201901
4336,4201950
4337,4202008
4338,4202057
4339,4202073
4340,4202081
4341,4202099
4342,4202107
4343,4202131
4344,4202156
4345,4202206
4346,4202305
4347,4202404
4348,4202438
4349,4202453
4350,4202503
4351,4202537
4352,4202578
4353,4202602
4354,4202701
4355,4202800
4356,4202859
4357,4202875
4358,4202909
4359,4203006
4360,4203105
4361,4203154
4362,4203204
4363,4203253
4364,4203303
4365,4203402
4366,4203501
4367,4203600
4368,4203709
4369,4203808
4370,4203907
4371,4203956
4372,4204004
4373,4204103
4374,4204152
4375,4204178
4376,4204194
4377,4204202
4378,4204251
4379,4204301
4380,4204350
4381,4204400
4382,4204459
4383,4204509
4384,4204558
4385,4204608
4386,4204707
4387,4204756
4388,4204806
4389,4204905
4390,4205001
4391,4205100
4392,4205159
4393,4205175
4394,4205191
4395,4205209
4396,4205308
4397,4205357
4398,4205407
4399,4205431
4400,4205456
4401,4205506
4402,4205555
4403,4205605
4404,4205704
4405,4205803
4406,4205902
4407,4206009
4408,4206108
4409,4206207
4410,4206306
4411,4206405
4412,4206504
4413,4206603
4414,4206652
4415,4206702
4416,4206751
4417,4206801
4418,4206900
4419,4207007
4420,4207106
4421,4207205
4422,4207304
4423,4207403
4424,4207502
4425,4207577
4426,4207601
4427,4207650
4428,4207684
4429,4207700
4430,4207759
4431,4207809
4432,4207858
4433,4207908
4434,4208005
4435,4208104
4436,4208203
4437,4208302
4438,4208401
4439,4208450
4440,4208500
4441,4208609
4442,4208708
4443,4208807
4444,4208906
4445,4208955
4446,4209003
4447,4209102
4448,4209151
4449,4209177
4450,4209201
4451,4209300
4452,4209409
4453,4209458
4454,4209508
4455,4209607
4456,4209706
4457,4209805
4458,4209854
4459,4209904
4460,4210001
4461,4210035
4462,4210050
4463,4210100
4464,4210209
4465,4210308
4466,4210407
4467,4210506
4468,4210555
4469,4210605
4470,4210704
4471,4210803
4472,4210852
4473,4210902
4474,4211009
4475,4211058
4476,4211108
4477,4211207
4478,4211256
4479,4211306
4480,4211405
4481,4211454
4482,4211504
4483,4211603
4484,4211652
4485,4211702
4486,4211751
4487,4211801
4488,4211850
4489,4211876
4490,4211892
4491,4211900
4492,4212007
4493,4212056
4494,4212106
4495,4212205
4496,4212239
4497,4212254
4498,4212270
4499,4212304
4500,4212403
4501,4212502
4502,4212601
4503,4212650
4504,4212700
4505,4212809
4506,4212908
4507,4213005
4508,4213104
4509,4213153
4510,4213203
4511,4213302
4512,4213351
4513,4213401
4514,4213500
4515,4213609
4516,4213708
4517,4213807
4518,4213906
4519,4214003
4520,4214102
4521,4214151
4522,4214201
4523,4214300
4524,4214409
4525,4214508
4526,4214607
4527,4214706
4528,4214805
4529,4214904
4530,4215000
4531,4215059
4532,4215075
4533,4215109
4534,4215208
4535,4215307
4536,4215356
4537,4215406
4538,4215455
4539,4215505
4540,4215554
4541,4215604
4542,4215653
4543,4215679
4544,4215687
4545,4215695
4546,4215703
4547,4215752
4548,4215802
4549,4215901
4550,4216008
4551,4216057
4552,4216107
4553,4216206
4554,4216255
4555,4216305
4556,4216354
4557,4216404
4558,4216503
4559,4216602
4560,4216701
4561,4216800
4562,4216909
4563,4217006
4564,4217105
4565,4217154
4566,4217204
4567,4217253
4568,4217303
4569,4217402
4570,4217501
4571,4217550
4572,4217600
4573,4217709
4574,4217758
4575,4217808
4576,4217907
4577,4217956
4578,4218004
4579,4218103
4580,4218202
4581,4218251
4582,4218301
4583,4218350
4584,4218400
4585,4218509
4586,4218608
4587,4218707
4588,4218756
4589,4218806
4590,4218855
4591,4218905
4592,4218954
4593,4219002
4594,4219101
4595,4219150
4596,4219176
4597,4219200
4598,4219309
4599,4219358
4600,4219408
4601,4219507
4602,4219606
4603,4219705
4604,4219853
4605,4220000
4606,4300034
4607,4300059
4608,4300109
4609,4300208
4610,4300307
4611,4300406
4612,4300455
4613,4300471
4614,4300505
4615,4300554
4616,4300570
4617,4300604
4618,4300638
4619,4300646
4620,4300661
4621,4300703
4622,4300802
4623,4300851
4624,4300877
4625,4300901
4626,4301008
4627,4301057
4628,4301073
4629,4301107
4630,4301206
4631,4301305
4632,4301404
4633,4301503
4634,4301552
4635,4301602
4636,4301636
4637,4301651
4638,4301701
4639,4301750
4640,4301800
4641,4301859
4642,4301875
4643,4301909
4644,4301925
4645,4301958
4646,4302006
4647,4302055
4648,4302105
4649,4302154
4650,4302204
4651,4302220
4652,4302238
4653,4302253
4654,4302303
4655,4302352
4656,4302378
4657,4302402
4658,4302451
4659,4302501
4660,4302584
4661,4302600
4662,4302659
4663,4302709
4664,4302808
4665,4302907
4666,4303004
4667,4303103
4668,4303202
4669,4303301
4670,4303400
4671,4303509
4672,4303558
4673,4303608
4674,4303673
4675,4303707
4676,4303806
4677,4303905
4678,4304002
4679,4304101
4680,4304200
4681,4304309
4682,4304358
4683,4304408
4684,4304507
4685,4304606
4686,4304614
4687,4304622
4688,4304630
4689,4304655
4690,4304663
4691,4304671
4692,4304689
4693,4304697
4694,4304705
4695,4304713
4696,4304804
4697,4304853
4698,4304903
4699,4304952
4700,4305009
4701,4305108
4702,4305116
4703,4305124
4704,4305132
4705,4305157
4706,4305173
4707,4305207
4708,4305306
4709,4305355
4710,4305371
4711,4305405
4712,4305439
4713,4305447
4714,4305454
4715,4305504
4716,4305587
4717,4305603
4718,4305702
4719,4305801
4720,4305835
4721,4305850
4722,4305871
4723,4305900
4724,4305934
4725,4305959
4726,4305975
4727,4306007
4728,4306056
4729,4306072
4730,4306106
4731,4306130
4732,4306205
4733,4306304
4734,4306320
4735,4306353
4736,4306379
4737,4306403
4738,4306429
4739,4306452
4740,4306502
4741,4306551
4742,4306601
4743,4306700
4744,4306734
4745,4306759
4746,4306767
4747,4306809
4748,4306908
4749,4306924
4750,4306932
4751,4306957
4752,4306973
4753,4307005
4754,4307054
4755,4307104
4756,4307203
4757,4307302
4758,4307401
4759,4307450
4760,4307500
4761,4307559
4762,4307609
4763,4307708
4764,4307807
4765,4307815
4766,4307831
4767,4307864
4768,4307906
4769,4308003
4770,4308052
4771,4308078
4772,4308102
4773,4308201
4774,4308250
4775,4308300
4776,4308409
4777,4308433
4778,4308458
4779,4308508
4780,4308607
4781,4308656
4782,4308706
4783,4308805
4784,4308854
4785,4308904
4786,4309001
4787,4309050
4788,4309100
4789,4309126
4790,4309159
4791,4309209
4792,4309258
4793,4309308
4794,4309407
4795,4309506
4796,4309555
4797,4309571
4798,4309605
4799,4309654
4800,4309704
4801,4309753
4802,4309803
4803,4309902
4804,4309951
4805,4310009
4806,4310108
4807,4310207
4808,4310306
4809,4310330
4810,4310363
4811,4310405
4812,4310413
4813,4310439
4814,4310462
4815,4310504
4816,4310538
4817,4310553
4818,4310579
4819,4310603
4820,4310652
4821,4310702
4822,4310751
4823,4310801
4824,4310850
4825,4310876
4826,4310900
4827,4311007
4828,4311106
4829,4311122
4830,4311130
4831,4311155
4832,4311205
4833,4311239
4834,4311254
4835,4311270
4836,4311304
4837,4311403
4838,4311429
4839,4311502
4840,4311601
4841,4311627
4842,4311643
4843,4311700
4844,4311718
4845,4311734
4846,4311759
4847,4311775
4848,4311791
4849,4311809
4850,4311908
4851,4311981
4852,4312005
4853,4312054
4854,4312104
4855,4312138
4856,4312153
4857,4312179
4858,4312203
4859,4312252
4860,4312302
4861,4312351
4862,4312377
4863,4312385
4864,4312401
4865,4312427
4866,4312443
4867,4312450
4868,4312476
4869,4312500
4870,4312609
4871,4312617
4872,4312625
4873,4312658
4874,4312674
4875,4312708
4876,4312757
4877,4312807
4878,4312906
4879,4312955
4880,4313003
4881,4313011
4882,4313037
4883,4313060
4884,4313086
4885,4313102
4886,4313201
4887,4313300
4888,4313334
4889,4313359
4890,4313375
4891,4313391
4892,4313409
4893,4313425
4894,4313441
4895,4313466
4896,4313490
4897,4313508
4898,4313607
4899,4313656
4900,4313706
4901,4313805
4902,4313904
4903,4313953
4904,4314001
4905,4314027
4906,4314035
4907,4314050
4908,4314068
4909,4314076
4910,4314100
4911,4314134
4912,4314159
4913,4314175
4914,4314209
4915,4314308
4916,4314407
4917,4314423
4918,4314456
4919,4314464
4920,4314472
4921,4314498
4922,4314506
4923,4314548
4924,4314555
4925,4314605
4926,4314704
4927,4314753
4928,4314779
4929,4314787
4930,4314803
4931,4314902
4932,4315008
4933,4315057
4934,4315073
4935,4315107
4936,4315131
4937,4315149
4938,4315156
4939,4315172
4940,4315206
4941,4315305
4942,4315313
4943,4315321
4944,4315354
4945,4315404
4946,4315453
4947,4315503
4948,4315552
4949,4315602
4950,4315701
4951,4315750
4952,4315800
4953,4315909
4954,4315958
4955,4316006
4956,4316105
4957,4316204
4958,4316303
4959,4316402
4960,4316428
4961,4316436
4962,4316451
4963,4316477
4964,4316501
4965,4316600
4966,4316709
4967,4316733
4968,4316758
4969,4316808
4970,4316907
4971,4316956
4972,4316972
4973,4317004
4974,4317103
4975,4317202
4976,4317251
4977,4317301
4978,4317400
4979,4317509
4980,4317558
4981,4317608
4982,4317707
4983,4317756
4984,4317806
4985,4317905
4986,4317954
4987,4318002
4988,4318051
4989,4318101
4990,4318200
4991,4318309
4992,4318408
4993,4318424
4994,4318432
4995,4318440
4996,4318457
4997,4318465
4998,4318481
4999,4318499
5000,4318507
5001,4318606
5002,4318614
5003,4318622
5004,4318705
5005,4318804
5006,4318903
5007,4319000
5008,4319109
5009,4319125
5010,4319158
5011,4319208
5012,4319307
5013,4319356
5014,4319364
5015,4319372
5016,4319406
5017,4319505
5018,4319604
5019,4319703
5020,4319711
5021,4319737
5022,4319752
5023,4319802
5024,4319901
5025,4320008
5026,4320107
5027,4320206
5028,4320230
5029,4320263
5030,4320305
5031,4320321
5032,4320354
5033,4320404
5034,4320453
5035,4320503
5036,4320552
5037,4320578
5038,4320602
5039,4320651
5040,4320677
5041,4320701
5042,4320800
5043,4320859
5044,4320909
5045,4321006
5046,4321105
5047,4321204
5048,4321303
5049,4321329
5050,4321352
5051,4321402
5052,4321436
5053,4321451
5054,4321469
5055,4321477
5056,4321493
5057,4321501
5058,4321600
5059,4321626
5060,4321634
5061,4321667
5062,4321709
5063,4321808
5064,4321832
5065,4321857
5066,4321907
5067,4321956
5068,4322004
5069,4322103
5070,4322152
5071,4322186
5072,4322202
5073,4322251
5074,4322301
5075,4322327
5076,4322343
5077,4322350
5078,4322376
5079,4322400
5080,4322509
5081,4322525
5082,4322533
5083,4322541
5084,4322558
5085,4322608
5086,4322707
5087,4322806
5088,4322855
5089,4322905
5090,4323002
5091,4323101
5092,4323200
5093,4323309
5094,4323358
5095,4323408
5096,4323457
5097,4323507
5098,4323606
5099,4323705
5100,4323754
5101,4323770
5102,4323804
5103,5000203
5104,5000252
5105,5000609
5106,5000708
5107,5000807
5108,5000856
5109,5000906
5110,5001003
5111,5001102
5112,5001243
5113,5001508
5114,5001904
5115,5002001
5116,5002100
5117,5002159
5118,5002209
5119,5002308
5120,5002407
5121,5002605
5122,5002704
5123,5002803
5124,5002902
5125,5002951
5126,5003108
5127,5003157
5128,5003207
5129,5003256
5130,5003306
5131,5003454
5132,5003488
5133,5003504
5134,5003702
5135,5003751
5136,5003801
5137,5003900
5138,5004007
5139,5004106
5140,5004304
5141,5004403
5142,5004502
5143,5004601
5144,5004700
5145,5004809
5146,5004908
5147,5005004
5148,5005103
5149,5005152
5150,5005202
5151,5005251
5152,5005400
5153,5005608
5154,5005681
5155,5005707
5156,5005806
5157,5006002
5158,5006200
5159,5006259
5160,5006275
5161,5006309
5162,5006358
5163,5006408
5164,5006606
5165,5006903
5166,5007109
5167,5007208
5168,5007307
5169,5007406
5170,5007505
5171,5007554
5172,5007695
5173,5007703
5174,5007802
5175,5007901
5176,5007935
5177,5007950
5178,5007976
5179,5008008
5180,5008305
5181,5008404
5182,5100102
5183,5100201
5184,5100250
5185,5100300
5186,5100359
5187,5100409
5188,5100508
5189,5100607
5190,5100805
5191,5101001
5192,5101209
5193,5101258
5194,5101308
5195,5101407
5196,5101605
5197,5101704
5198,5101803
5199,5101852
5200,5101902
5201,5102504
5202,5102603
5203,5102637
5204,5102678
5205,5102686
5206,5102694
5207,5102702
5208,5102793
5209,5102850
5210,5103007
5211,5103056
5212,5103106
5213,5103205
5214,5103254
5215,5103304
5216,5103353
5217,5103361
5218,5103379
5219,5103403
5220,5103437
5221,5103452
5222,5103502
5223,5103601
5224,5103700
5225,5103809
5226,5103858
5227,5103908
5228,5103957
5229,5104104
5230,5104203
5231,5104500
5232,5104526
5233,5104542
5234,5104559
5235,5104609
5236,5104807
5237,5104906
5238,5105002
5239,5105101
5240,5105150
5241,5105176
5242,5105200
5243,5105234
5244,5105259
5245,5105309
5246,5105507
5247,5105580
5248,5105606
5249,5105622
5250,5105903
5251,5106000
5252,5106109
5253,5106158
5254,5106174
5255,5106182
5256,5106190
5257,5106208
5258,5106216
5259,5106224
5260,5106232
5261,5106240
5262,5106257
5263,5106265
5264,5106273
5265,5106281
5266,5106299
5267,5106307
5268,5106315
5269,5106372
5270,5106422
5271,5106455
5272,5106505
5273,5106653
5274,5106703
5275,5106752
5276,5106778
5277,5106802
5278,5106828
5279,5106851
5280,5107008
5281,5107040
5282,5107065
5283,5107107
5284,5107156
5285,5107180
5286,5107198
5287,5107206
5288,5107248
5289,5107263
5290,5107297
5291,5107305
5292,5107354
5293,5107404
5294,5107578
5295,5107602
5296,5107701
5297,5107743
5298,5107750
5299,5107768
5300,5107776
5301,5107792
5302,5107800
5303,5107859
5304,5107875
5305,5107883
5306,5107909
5307,5107925
5308,5107941
5309,5107958
5310,5108006
5311,5108055
5312,5108105
5313,5108204
5314,5108303
5315,5108352
5316,5108402
5317,5108501
5318,5108600
5319,5108808
5320,5108857
5321,5108907
5322,5108956
5323,5200050
5324,5200100
5325,5200134
5326,5200159
5327,5200175
5328,5200209
5329,5200258
5330,5200308
5331,5200506
5332,5200555
5333,5200605
5334,5200803
5335,5200829
5336,5200852
5337,5200902
5338,5201108
5339,5201207
5340,5201306
5341,5201405
5342,5201454
5343,5201504
5344,5201603
5345,5201702
5346,5201801
5347,5202155
5348,5202353
5349,5202502
5350,5202601
5351,5202809
5352,5203104
5353,5203203
5354,5203302
5355,5203401
5356,5203500
5357,5203559
5358,5203575
5359,5203609
5360,5203807
5361,5203906
5362,5203939
5363,5203962
5364,5204003
5365,5204102
5366,5204201
5367,5204250
5368,5204300
5369,5204409
5370,5204508
5371,5204557
5372,5204607
5373,5204656
5374,5204706
5375,5204805
5376,5204854
5377,5204904
5378,5204953
5379,5205000
5380,5205059
5381,5205109
5382,5205208
5383,5205307
5384,5205406
5385,5205455
5386,5205471
5387,5205497
5388,5205513
5389,5205521
5390,5205703
5391,5205802
5392,5205901
5393,5206206
5394,5206305
5395,5206404
5396,5206503
5397,5206602
5398,5206701
5399,5206800
5400,5206909
5401,5207105
5402,5207253
5403,5207352
5404,5207402
5405,5207501
5406,5207535
5407,5207600
5408,5207808
5409,5207907
5410,5208004
5411,5208103
5412,5208152
5413,5208301
5414,5208400
5415,5208509
5416,5208608
5417,5208707
5418,5208806
5419,5208905
5420,5209101
5421,5209150
5422,5209200
5423,5209291
5424,5209408
5425,5209457
5426,5209606
5427,5209705
5428,5209804
5429,5209903
5430,5209937
5431,5209952
5432,5210000
5433,5210109
5434,5210158
5435,5210208
5436,5210307
5437,5210406
5438,5210562
5439,5210604
5440,5210802
5441,5210901
5442,5211008
5443,5211206
5444,5211305
5445,5211404
5446,5211503
5447,5211602
5448,5211701
5449,5211800
5450,5211909
5451,5212006
5452,5212055
5453,5212105
5454,5212204
5455,5212253
5456,5212303
5457,5212501
5458,5212600
5459,5212709
5460,5212808
5461,5212907
5462,5212956
5463,5213004
5464,5213053
5465,5213087
5466,5213103
5467,5213400
5468,5213509
5469,5213707
5470,5213756
5471,5213772
5472,5213806
5473,5213855
5474,5213905
5475,5214002
5476,5214051
5477,5214101
5478,5214408
5479,5214507
5480,5214606
5481,5214705
5482,5214804
5483,5214838
5484,5214861
5485,5214879
5486,5214903
5487,5215009
5488,5215207
5489,5215231
5490,5215256
5491,5215306
5492,5215405
5493,5215504
5494,5215603
5495,5215652
5496,5215702
5497,5215801
5498,5215900
5499,5216007
5500,5216304
5501,5216403
5502,5216452
5503,5216809
5504,5216908
5505,5217104
5506,5217203
5507,5217302
5508,5217401
5509,5217609
5510,5217708
5511,5218003
5512,5218052
5513,5218102
5514,5218300
5515,5218391
5516,5218508
5517,5218607
5518,5218706
5519,5218789
5520,5218805
5521,5218904
5522,5219001
5523,5219100
5524,5219209
5525,5219258
5526,5219308
5527,5219357
5528,5219407
5529,5219456
5530,5219506
5531,5219605
5532,5219704
5533,5219712
5534,5219738
5535,5219753
5536,5219803
5537,5219902
5538,5220009
5539,5220058
5540,5220108
5541,5220157
5542,5220207
5543,5220264
5544,5220280
5545,5220405
5546,5220454
5547,5220504
5548,5220603
5549,5220686
5550,5220702
5551,5221007
5552,5221080
5553,5221197
5554,5221304
5555,5221403
5556,5221452
5557,5221502
5558,5221551
5559,5221577
5560,5221601
5561,5221700
5562,5221809
5563,5221858
5564,5221908
5565,5222005
5566,5222054
5567,5222203
5568,5222302
5569,5300108
